Name,Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,RF,CF,q,Pow,Remark,Reference,,,
,m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,,,m3/s/m,%,,,,,
030-054,0.074,1.106,0.922,1.006,0.320,20,0,0.160,0.074,1.117,0.931,1.016,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,3.432E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-055,0.077,1.253,1.044,1.139,0.320,20,0,0.160,0.078,1.272,1.060,1.157,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,1.032E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-056,0.092,1.214,1.012,1.104,0.320,20,0,0.160,0.089,1.228,1.024,1.117,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,1.424E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-057,0.095,1.262,1.052,1.148,0.320,20,0,0.160,0.091,1.272,1.060,1.157,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,1.936E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-058,0.097,1.270,1.058,1.154,0.320,20,0,0.160,0.092,1.310,1.092,1.191,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,1.608E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-059,0.050,0.902,0.752,0.820,0.320,20,0,0.160,0.048,0.910,0.758,0.827,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,0.000E+00,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-060,0.069,1.082,0.902,0.984,0.320,20,0,0.160,0.069,1.091,0.909,0.992,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,1.276E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-061,0.093,1.267,1.056,1.152,0.320,20,0,0.160,0.090,1.310,1.092,1.191,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,8.584E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-062,0.051,0.936,0.780,0.851,0.320,20,0,0.160,0.050,0.966,0.805,0.878,0.080,0.200,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,6.160E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-063,0.067,1.111,0.926,1.010,0.320,20,0,0.160,0.068,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,1.99,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,2.384E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-064,0.089,1.260,1.050,1.145,0.320,20,0,0.160,0.087,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,1.86,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,7.840E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-065,0.058,0.950,0.792,0.864,0.320,20,0,0.160,0.057,0.959,0.799,0.872,0.160,0.000,1.00,1.00,1.00,1.00,2.16,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,3.024E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-066,0.073,1.121,0.934,1.019,0.320,20,0,0.160,0.073,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,1.95,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,1.704E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-067,0.094,1.270,1.058,1.154,0.320,20,0,0.160,0.091,1.310,1.092,1.191,0.160,0.000,1.00,1.00,1.00,1.00,1.85,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,8.160E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-068,0.052,0.938,0.782,0.853,0.320,20,0,0.160,0.051,0.959,0.799,0.872,0.080,0.200,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,8.720E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-069,0.068,1.111,0.926,1.010,0.320,20,0,0.160,0.069,1.131,0.943,1.028,0.160,0.000,1.00,2.00,2.00,2.00,2.98,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,2.800E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-070,0.091,1.267,1.056,1.152,0.320,20,0,0.160,0.089,1.310,1.092,1.191,0.160,0.000,1.00,2.00,2.00,2.00,2.86,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,7.952E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-071,0.051,0.919,0.766,0.836,0.320,20,0,0.160,0.050,0.930,0.775,0.846,0.160,0.000,1.00,2.00,2.00,2.00,3.34,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,5.504E-06,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-072,0.069,1.092,0.910,0.993,0.320,20,0,0.160,0.070,1.117,0.931,1.016,0.160,0.000,1.00,2.00,2.00,2.00,2.98,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,1.128E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-073,0.092,1.214,1.012,1.104,0.320,20,0,0.160,0.089,1.228,1.024,1.117,0.160,0.000,1.00,2.00,2.00,2.00,2.86,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,3.400E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-074,0.050,0.929,0.774,0.844,0.320,20,0,0.160,0.049,0.938,0.781,0.852,0.080,0.200,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,2.224E-07,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-075,0.051,0.912,0.760,0.829,0.320,20,0,0.160,0.050,0.930,0.775,0.846,0.080,0.200,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,9.920E-07,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-076,0.067,1.106,0.922,1.006,0.320,20,0,0.160,0.068,1.117,0.931,1.016,0.160,0.000,1.00,4.00,4.00,4.00,4.99,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,2.184E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-077,0.068,1.099,0.916,0.999,0.320,20,0,0.160,0.068,1.117,0.931,1.016,0.160,0.000,1.00,4.00,4.00,4.00,4.99,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,2.336E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-078,0.092,1.277,1.064,1.161,0.320,20,0,0.160,0.089,1.305,1.087,1.186,0.160,0.000,1.00,4.00,4.00,4.00,4.86,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,1.216E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-079,0.092,1.277,1.064,1.161,0.320,20,0,0.160,0.090,1.305,1.087,1.186,0.160,0.000,1.00,4.00,4.00,4.00,4.85,0.100,0.200,0.080,0.00,0.200,0.100,0.000,2,1,1.824E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-080,0.050,0.934,0.778,0.849,0.320,20,0,0.160,0.049,0.966,0.805,0.878,0.160,0.000,1.00,4.00,4.00,4.00,5.35,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,3.680E-07,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-081,0.068,1.109,0.924,1.008,0.320,20,0,0.160,0.069,1.117,0.931,1.016,0.160,0.000,1.00,4.00,4.00,4.00,4.98,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,2.936E-06,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-082,0.091,1.267,1.056,1.152,0.320,20,0,0.160,0.089,1.310,1.092,1.191,0.160,0.000,1.00,4.00,4.00,4.00,4.86,0.100,0.200,0.040,0.00,0.200,0.100,0.000,2,1,1.104E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-083,0.030,0.737,0.614,0.670,0.320,20,0,0.160,0.028,0.747,0.623,0.679,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.040,0.000,0.000,0.00,0.000,0.040,0.000,2,1,1.400E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-084,0.052,0.934,0.778,0.849,0.320,20,0,0.160,0.051,0.966,0.805,0.878,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.040,0.000,0.000,0.00,0.000,0.040,0.000,2,1,7.336E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-085,0.033,0.732,0.610,0.665,0.320,20,0,0.160,0.032,0.747,0.623,0.679,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.060,0.000,0.000,0.00,0.000,0.060,0.000,2,1,6.968E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-086,0.058,0.941,0.784,0.855,0.320,20,0,0.160,0.057,0.959,0.799,0.872,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.060,0.000,0.000,0.00,0.000,0.060,0.000,2,1,5.544E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-087,0.067,1.123,0.936,1.021,0.320,20,0,0.160,0.068,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.060,0.000,0.000,0.00,0.000,0.060,0.000,2,1,1.008E-03,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-088,0.029,0.737,0.614,0.670,0.320,20,0,0.160,0.028,0.747,0.623,0.679,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.080,0.000,0.000,0.00,0.000,0.080,0.000,2,1,1.920E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-089,0.050,0.931,0.776,0.847,0.320,20,0,0.160,0.049,0.938,0.781,0.852,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.080,0.000,0.000,0.00,0.000,0.080,0.000,2,1,1.528E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-090,0.073,1.205,1.004,1.095,0.320,20,0,0.160,0.074,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.080,0.000,0.000,0.00,0.000,0.080,0.000,2,1,7.008E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-091,0.092,1.241,1.034,1.128,0.320,20,0,0.160,0.085,1.278,1.065,1.162,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.080,0.000,0.000,0.00,0.000,0.080,0.000,2,1,1.432E-03,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-092,0.052,0.941,0.784,0.855,0.320,20,0,0.160,0.051,0.959,0.799,0.872,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,4.608E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-093,0.072,1.111,0.926,1.010,0.320,20,0,0.160,0.071,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,2.360E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-094,0.084,1.210,1.008,1.100,0.320,20,0,0.160,0.081,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,8.720E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-095,0.093,1.265,1.054,1.150,0.320,20,0,0.160,0.086,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,7.496E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-096,0.103,1.347,1.123,1.225,0.260,20,0,0.100,0.069,1.374,1.145,1.249,0.100,0.000,1.00,1.00,1.00,1.00,1.00,0.063,0.000,0.000,0.00,0.000,0.063,0.000,2,1,1.364E-03,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-097,0.052,0.941,0.784,0.855,0.320,20,0,0.160,0.051,0.959,0.799,0.872,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,2.992E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-098,0.071,1.111,0.926,1.010,0.320,20,0,0.160,0.071,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,1.008E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-099,0.093,1.265,1.054,1.150,0.320,20,0,0.160,0.086,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,4.976E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-100,0.096,1.236,1.030,1.124,0.320,20,0,0.160,0.087,1.278,1.065,1.162,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,8.160E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-101,0.109,1.379,1.149,1.254,0.260,20,0,0.100,0.070,1.413,1.178,1.285,0.100,0.000,1.00,1.00,1.00,1.00,1.00,0.075,0.000,0.000,0.00,0.000,0.075,0.000,2,1,1.178E-03,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-102,0.030,0.734,0.612,0.668,0.320,20,0,0.160,0.029,0.747,0.623,0.679,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.040,0.000,0.000,0.00,0.000,0.040,0.000,2,1,8.160E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-103,0.050,0.931,0.776,0.847,0.320,20,0,0.160,0.049,0.938,0.781,0.852,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.040,0.000,0.000,0.00,0.000,0.040,0.000,2,1,5.944E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-104,0.030,0.732,0.610,0.665,0.320,20,0,0.160,0.029,0.747,0.623,0.679,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.060,0.000,0.000,0.00,0.000,0.060,0.000,2,1,3.384E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-105,0.051,0.926,0.772,0.842,0.320,20,0,0.160,0.050,0.938,0.781,0.852,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.060,0.000,0.000,0.00,0.000,0.060,0.000,2,1,3.224E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-106,0.064,1.121,0.934,1.019,0.320,20,0,0.160,0.065,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,3.54,0.060,0.400,0.080,0.00,0.400,0.060,0.000,2,1,7.360E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-107,0.069,1.090,0.908,0.991,0.320,20,0,0.160,0.069,1.124,0.936,1.021,0.160,0.000,1.00,1.00,1.00,1.00,3.44,0.060,0.400,0.080,0.00,0.400,0.060,0.000,2,1,6.912E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-108,0.030,0.732,0.610,0.665,0.320,20,0,0.160,0.028,0.747,0.623,0.679,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.080,0.000,0.000,0.00,0.000,0.080,0.000,4,1,.,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-109,0.051,0.931,0.776,0.847,0.320,20,0,0.160,0.050,0.938,0.781,0.852,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.080,0.000,0.000,0.00,0.000,0.080,0.000,4,1,.,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-110,0.067,1.104,0.920,1.004,0.320,20,0,0.160,0.068,1.117,0.931,1.016,0.160,0.000,1.00,1.00,1.00,1.00,3.20,0.080,0.400,0.080,0.00,0.400,0.080,0.000,4,1,.,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-111,0.090,1.265,1.054,1.150,0.320,20,0,0.160,0.088,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,2.89,0.080,0.400,0.080,0.00,0.400,0.080,0.000,4,1,.,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-112,0.054,0.924,0.770,0.840,0.320,20,0,0.160,0.053,0.938,0.781,0.852,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2,1,5.896E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-113,0.057,1.217,1.014,1.106,0.320,20,0,0.160,0.059,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,3.27,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2,1,1.896E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-114,0.074,1.114,0.928,1.012,0.320,20,0,0.160,0.074,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,2.89,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2,1,2.152E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-115,0.076,1.250,1.042,1.137,0.320,20,0,0.160,0.078,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,2.85,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2,1,2.872E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-116,0.085,1.210,1.008,1.100,0.320,20,0,0.160,0.084,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,2.77,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2,1,3.768E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-117,0.091,1.265,1.054,1.150,0.320,20,0,0.160,0.089,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,2.72,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2,1,5.224E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-118,0.105,1.338,1.115,1.216,0.260,20,0,0.100,0.075,1.374,1.145,1.249,0.100,0.000,1.00,1.00,1.00,1.00,2.54,0.063,0.250,0.050,0.00,0.250,0.063,0.000,3,1,8.246E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-119,0.049,0.931,0.776,0.847,0.320,20,0,0.160,0.048,0.938,0.781,0.852,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.120,0.000,0.000,0.00,0.000,0.120,0.000,2,1,2.720E-05,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-120,0.067,1.106,0.922,1.006,0.320,20,0,0.160,0.068,1.117,0.931,1.016,0.160,0.000,1.00,1.00,1.00,1.00,2.97,0.120,0.400,0.080,0.00,0.400,0.120,0.000,2,1,1.368E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-121,0.092,1.265,1.054,1.150,0.320,20,0,0.160,0.089,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,2.58,0.120,0.400,0.080,0.00,0.400,0.120,0.000,2,1,3.344E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-122,0.093,1.234,1.028,1.121,0.320,20,0,0.160,0.089,1.241,1.034,1.128,0.160,0.000,1.00,1.00,1.00,1.00,2.58,0.120,0.400,0.080,0.00,0.400,0.120,0.000,2,1,2.459E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-123,0.110,1.379,1.149,1.254,0.260,20,0,0.100,0.077,1.413,1.178,1.285,0.100,0.000,1.00,1.00,1.00,1.00,2.43,0.075,0.250,0.050,0.00,0.250,0.075,0.000,3,1,7.000E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
030-124,0.031,0.732,0.610,0.665,0.320,20,0,0.160,0.029,0.747,0.623,0.679,0.160,0.000,1.00,1.00,1.00,1.00,10.10,0.000,0.400,0.040,0.00,0.400,0.000,0.000,2,1,8.160E-04,,,"Owen M.W., June 1980. Design of seawalls allowing for wave overtopping, Hydraulic Research Institute Wallingford, Report EX924.",,,
